,Word,Reading,Meaning
20280,紡錘形,ぼうすいけい,spindle-shaped
20281,銑,ずく,pig iron
20282,銑鉄,"せんてつ, ずくてつ",pig iron
20283,白銑,はくせん,white pig iron
20284,溶銑,ようせん,molten iron
20285,熔銑,ようせん,molten iron
20286,鎔銑,ようせん,molten iron
20288,可塑,かそ,plastic
20289,可塑剤,かそざい,"plasticizer, plasticiser"
20290,可塑性,かそせい,plasticity
20291,可塑物,かそぶつ,plastics
20292,可塑物質,かそぶっしつ,plastics
20293,塑像,そぞう,earthen image
20294,彫塑術,ちょうそじゅつ,the plastic art
20295,熱可塑,ねつかそ,thermoplastic
20296,熱可塑樹脂,ねつかそじゅし,thermoplastic resin
20297,脹れる,はれる,"to swell (from inflammation), to become swollen"
20298,脹らみ,ふくらみ,"swelling, bulge, puff"
20299,脹らむ,ふくらむ,"to expand, to swell (out), to get big, to become inflated"
20300,脹れる,ふくれる,"to get cross, to get sulky, to swell (out), to expand, to be inflated, to distend, to bulge"
20301,脹れ,はれ,"boil, swelling"
20302,脹れぼったい,はれぼったい,"puffy, somewhat swollen"
20303,脹らせる,ふくらせる,"to puff up, to inflate"
20304,下脹れ,しもぶくれ,"abdominal swelling, fat face"
20305,腫脹,しゅちょう,swelling
20306,脹れっ面,ふくれっつら,"sulky look, sullen look"
20307,朕,ちん,"We, Our, first person pronoun used by royalty"
20308,朕思うに,ちんおもうに,"""We, the emperor, .."""
20309,種痘,しゅとう,"(smallpox) vaccination, inoculation"
20310,天然痘,てんねんとう,"smallpox, variola"
20311,痘,いも,"smallpox, variola; pockmark, pock"
20312,仮痘,かとう,light case of smallpox
20313,牛痘,ぎゅうとう,"cow pox, vaccinia"
20314,水痘,すいとう,chicken pox
20315,痘痕面,"あばたづら, あばたずら",pockmarked face
20317,痘瘡,"とうそう, もがさ, おやく","smallpox, variola"
20318,痘痕,"あばた, とうこん",pockmark
20319,弐,に,two (used in legal documents)
20320,弐つ,ふたつ,two (used in old or legal documents)
20321,弐心,"にしん, ふたごころ","duplicity, treachery, double-dealing"
20322,割賦,"かっぷ, わっぷ","allotment, quota, payment in installments, payment in instalments, hire-purchase"
20323,賦,ふ,poem; narrative (style of the Shi Jing); classical Chinese rhymed prose
20324,賦課,ふか,"levy, imposition"
20325,賦する,ふする,"to allocate; to compose (poetry, etc.)"
20326,月賦,げっぷ,"monthly installment (instalment), monthly payment"
20327,天賦,てんぷ,"natural talent, natural gift, endowment"
20328,天賦人権,てんぷじんけん,natural rights of man
20329,年賦,ねんぷ,"annual installment, annual instalment"
20330,賦税,ふぜい,taxation
20331,賦役,"ふえき, ぶえき, ぶやく","slave labour, slave labor, compulsory service, forced labour, forced labor, exacted service"
20332,丙,"へい, ひのえ","3rd in rank, third sign of the Chinese calendar"
20334,丙午,"ひのえうま, へいご","43rd year of the sexagenary cycle (year of the Fire Horse, renowned for disasters and the birth of women destined to kill their husbands)"
20335,甲乙丙丁,こうおつへいてい,"A, B, C and D, first, second, third and fourth"
20336,丙種,へいしゅ,"class C, third class"
20337,丙夜,へいや,third division of the night (approx. 11 pm to 1 am)
20338,消耗,"しょうもう, しょうこう","exhaustion, consumption, waste, dissipation"
20339,消耗品,しょうもうひん,consumable goods
20340,心神耗弱,"しんしんもうじゃく, しんしんこうじゃく","mental retardation, unsound mind"
20342,消耗的,しょうこうてき,exhaustive
20343,消耗品費,しょうもうひんひ,office supplies
20344,心神耗弱者,"しんしんもうじゃくしゃ, しんしんこうじゃくしゃ","mentally retarded person, feebleminded person"
20345,衰耗,すいもう,weaken and decline
20346,損耗,そんもう,loss
20347,損耗人員,そんもうじんいん,casualty
20348,匁,もんめ,"unit of weight, approx. 3.75 g"
20349,百匁,"ひゃくもんめ, ひゃくめ",375 grams (100 monme)
20350,氾濫,はんらん,"overflowing, flood"
20351,濫りがわしい,みだりがわしい,"morally corrupt, slovenly, obscene"
20352,濫りに,みだりに,"without authority, without reason, arbitrarily, unnecessarily, indiscriminately, recklessly"
20353,濫りがましい,みだりがましい,morally corrupt
20354,濫発,らんぱつ,"random firing, reckless firing, excessive issue"
20355,濫用,らんよう,"abuse, misuse, misappropriation, using to excess"
20356,濫獲,らんかく,"excessive fishing, overfishing"
20357,濫作,らんさく,overproduction
20358,濫伐,らんばつ,"reckless deforestation, overcutting of forests"
20359,濫費,らんぴ,"waste, lavish spending, dissipation"
20360,官吏,かんり,"government official, clerk"
20361,吏,り,an official
20362,下吏,かり,lower official
20363,刑吏,けいり,executioner
20364,公吏,こうり,public official
20365,獄吏,ごくり,"jailer, gaoler"
20366,市吏員,しりいん,"employee, city official"
20367,執達吏,しったつり,bailiff
20368,収税吏,しゅうぜいり,tax collector
20369,俗吏,ぞくり,petty official
20370,嬉しい,うれしい,"happy, glad, pleasant"
20371,嬉しがる,うれしがる,to be glad
20372,嬉しそう,うれしそう,"delightful, glad-looking"
20373,嬉しがらせ,うれしがらせ,"flattery, adulation, commendation"
20374,嬉々,きき,"gleeful, joyful"
20375,嬉嬉,きき,"gleeful, joyful"
20376,嬉し涙,うれしなみだ,"happy tears, tears of joy"
20377,嬉笑,きしょう,happy laughter
20378,嬉戯,きぎ,"frisking, frolicing"
20379,嬉し泣き,うれしなき,"weeping for joy, crying with happiness"
20380,蒼,あお,"blue; green; green light; black (horse coat color); immature, unripe, young"
20381,蒼い,あおい,"blue, green; pale; unripe, inexperienced"
20382,古色蒼然,こしょくそうぜん,"antique-looking, looking hoary with patina"
20383,蒼白い,あおじろい,"pale, pallid; bluish-white"
20384,蒼白色,そうはくしょく,pale
20385,蒼茫,そうぼう,"dusky, shadowy"
20386,欝蒼,うっそう,"thick, dense, luxuriant"
20387,鬱蒼,うっそう,"thick, dense, luxuriant"
20388,蒼惶として,そうこうとして,in great haste
20389,蒼白,そうはく,"pale, pallid"
20391,夕暉,せっき,rays of the setting sun
20392,只,ただ,"ordinary, common, usual; free of charge; unaffected, as is, safe; only, merely, just, simply; but, however, nevertheless"
20393,只ならぬ,ただならぬ,"unusual, uncommon, extraordinary, out of the ordinary, incomparable, serious, alarming"
20394,只ならない,ただならない,"unusual, serious; incomparable"
20395,只管,ひたすら,"nothing but, earnestly, intently"
20396,只中,ただなか,middle
20397,只今,ただいま,"Here I am, I'm home!; presently, right away, right now, just now"
20398,只々,ただただ,"absolutely, only, emphatic modifier"
20399,只只,ただただ,"absolutely, only, emphatic modifier"
20400,只者,ただもの,ordinary person (usu. in neg. sentences)
20401,真っ只中,まっただなか,"right in the midst of, right at the height of"
20402,黒檀,こくたん,ebony
20404,檀君,だんくん,mythical founder of Korea
20405,白檀,びゃくだん,sandalwood
20406,白檀油,びゃくだんゆ,sandalwood oil
20407,紫檀,したん,"rosewood, red sandalwood"
20408,檀那寺,だんなでら,temple to which a family belongs
20409,檀徒,だんと,temple supporter
20410,檀家,"だんか, だんけ","family which supports a temple, parishioner"
20411,小檀,"こまゆみ, コマユミ","spindle tree, euonymus alatus f. ciliatodentatus"
20413,凱歌,がいか,"victory song, victory"
20414,凱旋軍,がいせんぐん,returning victorious army
20415,凱旋門,がいせんもん,"arch of triumph, triumphal arch"
20416,凱風,がいふう,southerly wind
20417,凱旋将軍,がいせんしょうぐん,triumphant general
20418,凱旋公演,がいせんこうえん,performance given after a successful tour abroad
20419,彗星,"すいせい, ほうきぼし",comet
20420,彗星のように現れる,すいせいのようにあらわれる,"to become famous overnight, to burst into fame"
20421,ハレー彗星,ハレーすいせい,Halley's comet
20422,梓,"あずさ, し, アズサ",Japanese cherry birch (Betula grossa); yellow catalpa (Catalpa ovata); printing block
20424,上梓,じょうし,"publication, wood-block printing"
20425,梓宮,しきゅう,Emperor's coffin (made of catalpa wood)
20426,梓匠,ししょう,"cabinetmaker, woodworker"
20427,梓に上せる,しにのぼせる,"to bring (a book) into the world, to publish"
20428,丑,うし,"second sign of Chinese zodiac (The Ox, 1am-3am, north-northeast, December)"
20429,丑年,うしどし,year of the ox
20431,丑の刻,うしのこく,two o'clock in the morning
20432,丑の年,うしのとし,Year of the Ox
20433,丑三つ時,うしみつどき,midnight
20434,癸丑,きちゅう,50th of the sexagenary cycle
20435,草木も眠る丑三つ時,くさきもねむるうしみつとき,the dead of night
20436,丑の日,うしのひ,day of the ox (esp. in midsummer or midwinter)
20437,土用の丑の日,どようのうしのひ,"day of the ox in midsummer (during the hottest season), dog days of summer"
20438,叶う,かなう,"to come true (wish); to be suited; to match (implies competition), to rival, to bear (e.g. I can't bear the heat)"
20439,叶える,かなえる,"to grant (request, wish)"
20440,願ったり叶ったり,ねがったりかなったり,everything working out as desired
20441,意に叶う,いにかなう,"to satisfy (one), to meet (one's) desire"
20442,眼鏡に叶う,めがねにかなう,"to win the favour of (favor), to be acknowledged (e.g. by a superior), to measure up to"
20443,叶わぬ時の神頼み,かなわぬときのかみだのみ,Man turns to God only in his trouble
20444,汐,"しお, うしお","tide, current; salt water; opportunity"
20445,血汐,ちしお,blood spilt from the body; blood cirulating within the body (often as an metaphor for strong emotion or hot-bloodedness)
20446,潮汐,ちょうせき,tide
20447,汐干狩り,しおひがり,"shell gathering (at low tide), clamming"
20448,引き汐,"ひきしお, かんちょう",ebb tide
20449,潮汐表,ちょうせきひょう,a tide table
20450,潮汐摩擦,ちょうせきまさつ,tidal friction
20451,汐合い,しおあい,"opportunity, chance"
20452,汐汲み,しおくみ,"person who draws water from the sea, drawing water from the sea"
20453,絢爛,けんらん,"gorgeous, brilliant, dazzling, gaudy, flowery (speech)"
20454,絢緞子,あやどんす,damask
20455,豪華絢爛,ごうかけんらん,luxurious and gorgeous
20456,絢文,けんぶん,"colorful pattern, colourful pattern"
20457,絢爛豪華,けんらんごうか,"luxurious and gorgeous, splendid, dazzling"
20458,絢爛華麗,けんらんかれい,"luxurious and gorgeous, splendid, dazzling, magnificent"
20459,朔,さく,new moon; first day of the lunar month; (in ancient China) next year's calendar and decrees (distributed by the Emperor at year's end)
20460,朔,つきたち,first day of the month; first ten days of the lunar month
20461,朔,"ついたち, さくじつ, いっぴ",first day of the month; first ten days of the lunar month
20462,正朔,せいさく,"beginning of the month or the year, New Year's Day, the calendar"
20463,八朔,はっさく,Hassaku orange (Citrus hassaku); 1st of August (lunar calendar)
20464,朔風,さくふう,north wind
20465,朔望,さくぼう,first and fifteenth days of the lunar month (corresponding to new moon and full moon)
20466,朔望月,さくぼうげつ,synodic month
20467,朔望潮,さくぼうちょう,spring tide
20468,朔日,"ついたち, さくじつ, いっぴ",first day of the month; first ten days of the lunar month
20470,伽,とぎ,"nursing, nurse, attending, attendant, entertainer"
20471,お伽,おとぎ,"attending (upon), keeping another company"
20472,伽芝居,とぎしばい,"fairy play, pantomime"
20473,伽草子,とぎぞうし,fairy-tale book
20474,伽羅,きゃら,"aloes wood, Taxus cuspidata var. nana; aloes-wood perfume"
20476,伽話,とぎばなし,"fairy-tale, nursery-tale"
20477,お伽草子,おとぎぞうし,fairy-tale book
20478,御伽草子,おとぎぞうし,fairy-tale book
20479,爽快,そうかい,"refreshing, exhilarating"
20480,爽やか,さわやか,"fresh, refreshing, invigorating, clear, fluent, eloquent"
20481,豪爽,ごうそう,fine disposition
20482,颯爽,さっそう,"gallant, dashing, jaunty"
20483,爽々,さわさわ,rustling; refreshing; clearly
20484,爽爽,さわさわ,rustling; refreshing; clearly
20485,爽凉,そうりょう,cool and refreshing
20486,爽涼,そうりょう,cool and refreshing
20487,清爽,"せいそう, かわらか","refreshing; neat, tidy, trim"
20488,英姿颯爽,えいしさっそう,"cutting a fine (dashing, gallant, noble) figure"
20489,黎明,れいめい,"daybreak, dawn"
20490,黎明期,れいめいき,dawning
20491,萌黎,ほうれい,"the masses, common people"
20492,黎族,リーぞく,Li (people)
20493,冴え,さえ,"clearness, clarity; skillfulness (skilfulness)"
20494,冴,さえ,"clearness, clarity; skillfulness (skilfulness)"
20495,冴える,さえる,"to be clear, to be serene, to be cold, to be skillful"
20496,冴え輝く,さえかがやく,to shine clearly
20497,冴え行く,さえゆく,"to clear gradually, to get cold gradually"
20498,冴え冴えした,さえざえした,"cheerful (look), healthy (complexion)"
20499,冴え渡る,さえわたる,"to get cold, to freeze over"
20500,冴え返る,さえかえる,"to be very clear, to be keenly cold"
20501,頭の冴え,あたまのさえ,bright intelligence
20502,腕の冴え,うでのさえ,"dexterity, skill"
20503,旺盛,おうせい,full of vim and vigor
20504,気力旺盛,きりょくおうせい,"being full of energy (drive, motivation, vitality)"
20505,元気旺盛,げんきおうせい,"brimming with vitality, full of vigor, full of life"
